Meal,Weather,Wait,Temperature,Decision
Dinner,Cloudy,Short,53,Left
Lunch,Sunny,Short,85,Stay
Dinner,Cloudy,Long,98,Stay
Dinner,Rain,Long,95,Left
Dinner,Rain,Long,59,Left
Lunch,Rain,Short,92,Stay
Dinner,Rain,Short,67,Stay
Lunch,Rain,Short,94,Stay
Dinner,Cloudy,Long,86,Left
Lunch,Sunny,Short,91,Stay
Dinner,Rain,Short,45,Stay
Dinner,Sunny,None,77,Stay
Dinner,Sunny,Short,77,Left
Lunch,Sunny,Long,59,Left
Lunch,Sunny,Short,52,Left
Lunch,Cloudy,Long,93,Left
Lunch,Rain,Long,42,Stay
Dinner,Sunny,Long,60,Left
Dinner,Cloudy,Long,92,Left
Lunch,Cloudy,None,70,Stay
Lunch,Sunny,Short,79,Left
Dinner,Rain,Long,47,Stay
Lunch,Rain,Short,47,Stay
Lunch,Sunny,None,81,Stay
Dinner,Sunny,Long,60,Left
Lunch,Cloudy,Long,40,Left
Lunch,Cloudy,Long,44,Left
Lunch,Cloudy,None,77,Stay
Lunch,Cloudy,Long,51,Left
Dinner,Sunny,Short,42,Left
Lunch,Rain,Short,82,Stay
Lunch,Cloudy,Short,71,Left
Dinner,Rain,Long,60,Left
Lunch,Rain,None,57,Stay
Lunch,Sunny,Long,67,Left
Dinner,Cloudy,Long,50,Left
Dinner,Cloudy,Short,65,Left
Lunch,Sunny,None,67,Stay
Dinner,Sunny,Long,84,Left
Dinner,Cloudy,Long,83,Left
Lunch,Cloudy,Long,77,Left
Lunch,Sunny,None,69,Stay
Lunch,Cloudy,Short,67,Left
Dinner,Rain,Long,94,Left
Dinner,Rain,Long,72,Left
Lunch,Rain,None,86,Stay
Dinner,Sunny,None,55,Left
Lunch,Rain,Long,77,Left
Lunch,Cloudy,Short,77,Left
Lunch,Sunny,None,73,Stay
Lunch,Sunny,Long,79,Left
Dinner,Rain,Long,97,Left
Dinner,Rain,Short,54,Stay
Dinner,Rain,Long,85,Left
Lunch,Rain,Short,74,Stay
Lunch,Cloudy,None,53,Stay
Lunch,Cloudy,None,63,Stay
Dinner,Cloudy,Short,58,Left
Dinner,Sunny,Short,53,Left
Dinner,Rain,None,56,Stay
Lunch,Sunny,Long,47,Left
Dinner,Rain,Long,94,Left
Lunch,Sunny,None,46,Stay
Lunch,Cloudy,Long,65,Left
Lunch,Rain,None,63,Stay
Dinner,Rain,None,46,Stay
Lunch,Rain,None,42,Stay
Dinner,Sunny,None,57,Stay
Lunch,Rain,Short,61,Stay
Lunch,Cloudy,Short,63,Left
Dinner,Cloudy,Long,59,Left
Dinner,Cloudy,None,44,Stay
Dinner,Cloudy,None,67,Stay
Lunch,Sunny,Long,53,Left
Lunch,Cloudy,Short,96,Stay
Lunch,Rain,None,83,Stay
Lunch,Sunny,Short,56,Left
Dinner,Cloudy,Long,74,Left
Lunch,Rain,Long,81,Left
Lunch,Rain,Short,83,Stay
Dinner,Sunny,None,49,Stay
Lunch,Cloudy,Short,46,Left
Dinner,Cloudy,Long,74,Left
Lunch,Rain,Long,99,Left
Lunch,Rain,Long,45,Stay
Dinner,Sunny,Long,44,Left
Lunch,Sunny,Long,51,Left
Lunch,Cloudy,Short,66,Left
Dinner,Cloudy,Long,97,Stay
Dinner,Cloudy,Short,50,Left
Dinner,Sunny,Short,66,Left
Dinner,Rain,None,83,Stay
Lunch,Rain,Short,52,Stay
Lunch,Sunny,Long,53,Left
Dinner,Cloudy,Long,53,Left
Dinner,Cloudy,Long,48,Left
Dinner,Sunny,Long,81,Left
Dinner,Cloudy,Short,49,Left
Lunch,Sunny,Short,80,Left
Dinner,Sunny,Long,77,Left
Lunch,Sunny,Long,42,Left
Dinner,Cloudy,None,64,Stay
Dinner,Sunny,None,43,Stay
Lunch,Cloudy,Short,85,Stay
Dinner,Rain,None,45,Stay
Dinner,Rain,None,65,Stay
Lunch,Rain,Long,76,Left
Dinner,Rain,None,74,Stay
Dinner,Sunny,Long,56,Left
Dinner,Rain,None,88,Stay
Dinner,Rain,Short,68,Stay
Lunch,Sunny,None,55,Stay
Dinner,Rain,None,94,Stay
Dinner,Rain,Short,69,Stay
Lunch,Cloudy,None,86,Left
Dinner,Rain,None,84,Stay
Dinner,Sunny,None,69,Stay
Dinner,Sunny,Long,97,Stay
Dinner,Sunny,None,85,Stay
Lunch,Rain,Short,47,Stay
Dinner,Cloudy,Short,51,Left
Dinner,Cloudy,Long,58,Left
Dinner,Cloudy,None,46,Stay
Lunch,Cloudy,Short,70,Left
Dinner,Cloudy,Long,86,Left
Dinner,Sunny,None,84,Stay
Dinner,Cloudy,Long,77,Left
Dinner,Rain,None,55,Stay
Lunch,Rain,Short,77,Stay
Lunch,Rain,Short,61,Stay
Dinner,Rain,None,49,Stay
Lunch,Rain,None,59,Stay
Lunch,Cloudy,Short,77,Left
Lunch,Cloudy,None,51,Stay
Dinner,Sunny,Long,59,Left
Lunch,Sunny,Short,47,Left
Dinner,Rain,Long,68,Left
Lunch,Rain,None,84,Stay
Lunch,Cloudy,Short,94,Stay
Lunch,Rain,Short,94,Stay
Lunch,Sunny,None,75,Stay
Lunch,Sunny,None,95,Stay
Lunch,Sunny,Short,58,Left
Lunch,Rain,Short,55,Stay
Lunch,Cloudy,None,83,Stay
Dinner,Cloudy,None,52,Stay
Lunch,Sunny,Short,45,Left
Dinner,Cloudy,Short,66,Left
Lunch,Rain,Short,53,Stay
Dinner,Rain,Short,40,Stay
Dinner,Cloudy,Short,64,Left
Dinner,Rain,Long,88,Left
Dinner,Rain,Long,95,Left
Dinner,Cloudy,None,45,Stay
Dinner,Sunny,None,47,Stay
Lunch,Cloudy,Short,66,Left
Lunch,Sunny,None,65,Stay
Lunch,Cloudy,None,57,Stay
Lunch,Rain,None,59,Stay
Dinner,Sunny,None,86,Stay
Dinner,Rain,Short,70,Stay
Lunch,Sunny,Short,95,Stay
Lunch,Rain,Long,51,Left
Lunch,Sunny,Short,97,Stay
Lunch,Cloudy,Short,74,Left
Dinner,Sunny,Short,96,Stay
Lunch,Sunny,Long,52,Left
Dinner,Sunny,Short,63,Left
Lunch,Cloudy,Long,90,Left
Dinner,Sunny,None,51,Stay
Dinner,Cloudy,Short,76,Left
Lunch,Rain,Short,41,Stay
Dinner,Sunny,Long,60,Left
Lunch,Rain,Short,58,Stay
Dinner,Rain,Short,97,Stay
Dinner,Rain,Short,54,Stay
Lunch,Cloudy,None,82,Stay
Dinner,Cloudy,Short,74,Left
Dinner,Sunny,Long,93,Left
Lunch,Cloudy,Long,62,Left
Lunch,Cloudy,Short,62,Left
Lunch,Rain,Short,77,Stay
Dinner,Cloudy,Short,46,Left
Lunch,Sunny,None,89,Stay
Dinner,Sunny,Long,78,Left
Lunch,Sunny,None,96,Stay
Lunch,Sunny,Long,45,Left
Lunch,Rain,None,66,Stay
Dinner,Sunny,None,96,Stay
Lunch,Rain,Short,85,Stay
Dinner,Cloudy,None,42,Stay
Lunch,Rain,Short,58,Stay
Lunch,Cloudy,None,83,Stay
Lunch,Cloudy,Short,48,Left
Dinner,Cloudy,Long,70,Left
Lunch,Rain,Short,73,Stay
Dinner,Rain,Long,78,Left
Dinner,Cloudy,Short,64,Left
Lunch,Sunny,None,70,Stay
Lunch,Cloudy,None,76,Stay
Lunch,Sunny,Short,74,Left
Dinner,Rain,Long,44,Stay
Dinner,Cloudy,Long,72,Left
Dinner,Sunny,Long,88,Left
Dinner,Sunny,Short,51,Left
Dinner,Sunny,None,41,Stay
Dinner,Rain,None,63,Stay
Lunch,Rain,Short,50,Stay
Dinner,Sunny,Short,90,Stay
Dinner,Cloudy,Long,95,Left
Lunch,Cloudy,None,93,Stay
Dinner,Cloudy,Short,45,Left
Dinner,Rain,Short,90,Stay
Dinner,Cloudy,None,83,Stay
Lunch,Cloudy,None,70,Stay
Lunch,Rain,Short,52,Stay
Lunch,Sunny,Short,82,Left
Lunch,Cloudy,None,74,Stay
Lunch,Sunny,None,45,Stay
Lunch,Cloudy,Long,47,Left
Dinner,Rain,Long,62,Left
Dinner,Cloudy,Long,71,Left
Lunch,Sunny,None,73,Stay
Dinner,Rain,Long,63,Left
Dinner,Cloudy,Short,82,Left
Dinner,Rain,None,53,Stay
Dinner,Sunny,None,42,Stay
Lunch,Cloudy,None,60,Stay
Lunch,Cloudy,Long,44,Left
Lunch,Rain,None,46,Stay
Lunch,Cloudy,Long,90,Left
Lunch,Rain,Short,86,Stay
Dinner,Cloudy,Short,77,Left
Lunch,Rain,Long,98,Left
Dinner,Rain,None,99,Stay
Lunch,Cloudy,Long,85,Left
Lunch,Cloudy,Long,72,Left
Dinner,Rain,Short,78,Stay
Lunch,Rain,None,68,Stay
Dinner,Rain,Long,87,Left
Lunch,Cloudy,Short,75,Left
Dinner,Sunny,Short,89,Stay
Lunch,Cloudy,Long,60,Left
Dinner,Cloudy,Short,44,Left
Lunch,Rain,Long,68,Left
Lunch,Sunny,None,85,Stay
Lunch,Rain,None,75,Stay
Dinner,Rain,Short,88,Stay
Dinner,Rain,None,49,Stay
Lunch,Cloudy,Long,66,Left
Dinner,Rain,None,74,Stay
Dinner,Rain,None,41,Stay
Dinner,Sunny,Long,83,Left
Lunch,Rain,Long,45,Stay
Dinner,Rain,Short,81,Stay
Lunch,Sunny,Short,61,Left
Lunch,Sunny,Short,71,Left
Lunch,Cloudy,Short,47,Left
Dinner,Rain,Long,41,Stay
Lunch,Sunny,Short,86,Stay
Dinner,Cloudy,Long,68,Left
Dinner,Cloudy,None,63,Stay
Lunch,Cloudy,Long,40,Left
Dinner,Sunny,Long,75,Left
Dinner,Rain,None,40,Stay
Dinner,Rain,Long,95,Left
Lunch,Sunny,Short,67,Left
Lunch,Cloudy,Short,64,Left
Lunch,Sunny,Short,86,Stay
Lunch,Cloudy,Short,64,Left
Dinner,Rain,None,94,Stay
Lunch,Sunny,Short,67,Left
Lunch,Rain,Short,49,Stay
Dinner,Rain,Short,58,Stay
Lunch,Sunny,Short,45,Left
Lunch,Sunny,Short,97,Stay
Dinner,Rain,None,49,Stay
Lunch,Sunny,Short,67,Left
Dinner,Sunny,Short,76,Left
Lunch,Rain,None,52,Stay
Dinner,Sunny,None,70,Stay
Dinner,Sunny,Long,66,Stay
Dinner,Cloudy,Short,70,Left
Dinner,Sunny,None,44,Stay
Lunch,Cloudy,Long,57,Left
Dinner,Sunny,Long,42,Left
Lunch,Sunny,Short,78,Left
Dinner,Rain,Long,63,Left
Lunch,Rain,Long,79,Left
Dinner,Sunny,Long,78,Left
Dinner,Sunny,Short,65,Left
Dinner,Cloudy,Long,99,Stay
Lunch,Sunny,Long,72,Left
Lunch,Cloudy,None,78,Stay
Dinner,Sunny,Short,46,Left
Lunch,Rain,None,87,Left
Dinner,Cloudy,Long,64,Left
Lunch,Cloudy,None,82,Stay
Lunch,Sunny,None,75,Stay
Lunch,Cloudy,Long,87,Left
Dinner,Cloudy,Long,59,Left
Lunch,Sunny,Long,93,Left
Dinner,Cloudy,Short,51,Left
Dinner,Rain,Short,99,Stay
Dinner,Cloudy,Short,51,Left
Dinner,Rain,Short,85,Stay
Lunch,Cloudy,Short,85,Stay
Dinner,Cloudy,None,81,Stay
Lunch,Sunny,Long,48,Left
Dinner,Cloudy,Long,60,Left
Dinner,Cloudy,Short,42,Left
Lunch,Rain,None,86,Stay
Lunch,Cloudy,Short,69,Left
Lunch,Cloudy,None,43,Stay
Lunch,Rain,Short,72,Stay
Dinner,Rain,None,95,Stay
Lunch,Rain,Short,80,Stay
Dinner,Cloudy,Short,75,Left
Dinner,Sunny,Short,61,Left
Lunch,Rain,Short,69,Stay
Lunch,Cloudy,Short,59,Left
Dinner,Rain,None,77,Stay
Lunch,Rain,None,94,Stay
Dinner,Rain,Short,89,Stay
Dinner,Cloudy,None,51,Stay
Lunch,Sunny,None,81,Stay
Lunch,Sunny,Long,81,Left
Dinner,Rain,Short,78,Stay
Lunch,Rain,Short,69,Stay
Lunch,Cloudy,Short,59,Left
Dinner,Cloudy,Long,68,Left
Dinner,Sunny,None,82,Stay
Dinner,Sunny,Short,85,Stay
Dinner,Cloudy,None,54,Stay
Dinner,Cloudy,Short,79,Left
Dinner,Cloudy,Short,47,Left
Lunch,Cloudy,None,41,Stay
Lunch,Sunny,None,49,Stay
Lunch,Cloudy,None,53,Stay
Dinner,Cloudy,Long,93,Left
Lunch,Sunny,None,79,Stay
Lunch,Sunny,Short,42,Left
Lunch,Rain,None,91,Stay
Dinner,Cloudy,Short,42,Left
Dinner,Sunny,Short,46,Left
Lunch,Cloudy,Long,93,Left
Dinner,Rain,Long,64,Left
Dinner,Rain,Short,67,Stay
Lunch,Cloudy,Short,59,Left
Dinner,Rain,Short,77,Stay
Dinner,Rain,None,89,Stay
Lunch,Cloudy,Short,69,Left
Dinner,Cloudy,None,50,Stay
Lunch,Rain,Short,49,Stay
Dinner,Rain,Long,43,Stay
Dinner,Rain,Long,97,Left
Dinner,Cloudy,None,99,Stay
Dinner,Sunny,Long,79,Left
Dinner,Rain,Short,88,Stay
Lunch,Rain,None,62,Stay
Dinner,Sunny,Long,55,Left
Dinner,Sunny,Short,42,Left
Dinner,Cloudy,Long,82,Left
Lunch,Cloudy,None,92,Stay
Dinner,Cloudy,Long,41,Left
Dinner,Cloudy,Long,78,Left
Lunch,Cloudy,None,48,Stay
Dinner,Rain,None,47,Stay
Lunch,Sunny,Long,78,Left
Dinner,Cloudy,None,46,Stay
Lunch,Rain,None,45,Stay
Lunch,Sunny,Short,87,Stay
Lunch,Cloudy,None,60,Stay
Lunch,Sunny,Short,52,Left
Lunch,Cloudy,Short,56,Left
Dinner,Sunny,Long,89,Left
Dinner,Cloudy,None,41,Stay
Lunch,Rain,Long,53,Left
Dinner,Rain,None,49,Stay
Lunch,Cloudy,Short,72,Left
Lunch,Cloudy,None,68,Stay
Dinner,Sunny,Long,75,Left
Dinner,Cloudy,None,45,Stay
Dinner,Cloudy,Short,77,Left
Dinner,Sunny,Short,64,Left
Lunch,Cloudy,None,90,Stay
Dinner,Sunny,Long,57,Left
Lunch,Cloudy,Long,85,Left
Dinner,Rain,Long,55,Left
Lunch,Sunny,None,72,Stay
Dinner,Cloudy,None,80,Stay
Lunch,Rain,Short,60,Stay
Dinner,Sunny,Short,65,Left
Dinner,Rain,Long,84,Left
Lunch,Sunny,Long,43,Left
Lunch,Sunny,None,40,Stay
Lunch,Cloudy,Long,90,Stay
Lunch,Cloudy,Short,57,Left
Dinner,Sunny,Long,85,Left
Dinner,Rain,Short,76,Stay
Lunch,Cloudy,Long,69,Left
Dinner,Sunny,Short,58,Left
Dinner,Cloudy,Long,95,Stay
Lunch,Rain,None,46,Stay
Dinner,Cloudy,Short,92,Stay
Dinner,Sunny,Short,58,Left
Dinner,Sunny,Long,97,Stay
Lunch,Rain,Short,71,Stay
Lunch,Rain,None,50,Stay
Dinner,Rain,Short,91,Stay
Lunch,Cloudy,Long,47,Left
Lunch,Cloudy,Short,43,Left
Dinner,Sunny,Long,68,Left
Lunch,Cloudy,None,69,Stay
Lunch,Cloudy,Short,83,Left
Dinner,Cloudy,Long,68,Left
Lunch,Sunny,Long,67,Left
Lunch,Sunny,Long,48,Left
Lunch,Rain,None,63,Stay
Dinner,Rain,Long,55,Left
Lunch,Cloudy,Short,42,Left
Lunch,Rain,None,62,Stay
Dinner,Rain,Long,88,Stay
Lunch,Rain,None,81,Stay
Dinner,Sunny,Short,97,Stay
Dinner,Sunny,Short,53,Left
Lunch,Sunny,Long,59,Left
Lunch,Sunny,Short,51,Left
Lunch,Cloudy,Short,48,Left
Lunch,Rain,Long,73,Left
Dinner,Rain,None,96,Stay
Dinner,Cloudy,Long,91,Left
Dinner,Sunny,Short,68,Left
Dinner,Rain,Short,73,Stay
Lunch,Cloudy,Short,56,Left
Dinner,Rain,None,96,Stay
Dinner,Rain,Short,52,Stay
Lunch,Rain,None,84,Stay
Dinner,Rain,Long,50,Stay
Lunch,Sunny,None,46,Stay
Lunch,Sunny,Short,83,Left
Lunch,Cloudy,Short,69,Left
Lunch,Rain,Long,55,Left
Dinner,Cloudy,Long,63,Left
Dinner,Rain,Long,75,Left
Dinner,Rain,None,79,Stay
Lunch,Sunny,None,54,Stay
Dinner,Cloudy,Long,53,Left
Dinner,Rain,Short,69,Stay
Dinner,Sunny,None,48,Stay
Lunch,Rain,Long,59,Stay
Dinner,Sunny,Long,89,Left
Dinner,Rain,Long,81,Left
Lunch,Sunny,None,56,Stay
Lunch,Sunny,Long,40,Left
Dinner,Rain,None,67,Stay
Dinner,Rain,Long,93,Left
Lunch,Rain,None,83,Stay
Dinner,Sunny,Short,74,Left
Lunch,Cloudy,None,98,Stay
Lunch,Cloudy,Long,69,Left
Lunch,Rain,Long,81,Left
Dinner,Cloudy,Short,86,Stay
Dinner,Cloudy,Long,50,Left
Lunch,Cloudy,None,96,Stay
Lunch,Cloudy,None,62,Stay
Lunch,Cloudy,Long,91,Left
Dinner,Sunny,Long,66,Left
Dinner,Sunny,Long,99,Stay
Lunch,Sunny,Long,82,Left
Lunch,Sunny,None,40,Stay
Dinner,Cloudy,Long,59,Left
Lunch,Rain,None,66,Stay
Lunch,Cloudy,Short,46,Left
Lunch,Rain,Long,76,Left
Lunch,Sunny,Long,43,Left
Dinner,Rain,Long,41,Stay
Lunch,Sunny,Long,59,Left
Dinner,Cloudy,Long,85,Left
Lunch,Rain,None,86,Stay
Dinner,Rain,Long,76,Left
Lunch,Sunny,Short,67,Left
Dinner,Rain,Short,61,Stay
Lunch,Cloudy,None,92,Stay
Dinner,Cloudy,None,82,Stay
Dinner,Rain,None,58,Stay
Lunch,Cloudy,None,50,Stay
Dinner,Rain,Long,91,Left
Dinner,Cloudy,None,64,Stay
Lunch,Sunny,Short,95,Stay
Lunch,Sunny,None,75,Stay
Dinner,Rain,Long,53,Left
Lunch,Sunny,Long,76,Left
Dinner,Rain,Short,70,Stay
Lunch,Sunny,Long,78,Left
Lunch,Rain,None,98,Stay
Dinner,Sunny,Short,88,Stay
Dinner,Sunny,Long,53,Left
Lunch,Cloudy,Long,57,Left
Dinner,Sunny,Long,42,Left
Dinner,Cloudy,None,89,Stay
Dinner,Rain,Short,84,Stay
Lunch,Sunny,None,47,Stay
Lunch,Cloudy,Long,50,Left
Lunch,Rain,Long,82,Left
Lunch,Sunny,None,99,Stay
Lunch,Cloudy,Long,42,Left
Lunch,Sunny,None,48,Stay
Dinner,Sunny,Short,48,Left
Lunch,Rain,None,98,Stay
Dinner,Sunny,Short,77,Left
Dinner,Cloudy,Short,86,Stay
Lunch,Cloudy,Long,57,Left
Dinner,Sunny,Short,76,Left
Dinner,Sunny,Short,67,Left
Dinner,Cloudy,Long,76,Left
Dinner,Rain,Short,96,Stay
Lunch,Rain,Short,53,Stay
Dinner,Cloudy,Long,64,Left
Lunch,Rain,Long,90,Left
Dinner,Rain,Short,76,Stay
Dinner,Sunny,None,70,Stay
Lunch,Rain,Long,89,Left
Dinner,Rain,Short,54,Stay
Dinner,Rain,Long,44,Stay
Lunch,Cloudy,Short,92,Stay
Lunch,Sunny,Short,63,Left
Lunch,Sunny,Short,84,Left
Dinner,Sunny,Short,59,Left
Dinner,Sunny,Long,76,Left
Lunch,Rain,Long,99,Left
Dinner,Rain,Long,60,Left
Dinner,Cloudy,Short,42,Left
Dinner,Cloudy,Long,70,Left
Dinner,Rain,Short,87,Stay
Lunch,Cloudy,Short,78,Left
Dinner,Rain,None,69,Stay
Dinner,Rain,None,93,Stay
Dinner,Rain,None,46,Stay
Lunch,Cloudy,Short,98,Stay
Dinner,Cloudy,Short,65,Left
Lunch,Sunny,Short,94,Stay
Lunch,Rain,Long,41,Stay
Dinner,Rain,Long,96,Left
Dinner,Sunny,Short,46,Left
Dinner,Sunny,Short,95,Stay
Lunch,Sunny,Short,41,Left
Lunch,Rain,None,96,Stay
Lunch,Cloudy,Long,75,Left
Dinner,Rain,None,68,Stay
Lunch,Rain,None,56,Stay
Dinner,Cloudy,Short,82,Left
Dinner,Sunny,Short,51,Left
Dinner,Sunny,None,93,Stay
Lunch,Sunny,Short,88,Stay
Lunch,Sunny,Short,80,Left
Dinner,Sunny,Long,73,Left
Lunch,Sunny,Long,82,Left
Lunch,Rain,Short,98,Stay
Lunch,Sunny,Short,95,Stay
Lunch,Rain,Short,48,Stay
Dinner,Cloudy,None,85,Stay
Dinner,Rain,Long,60,Left
Lunch,Rain,None,69,Left
Lunch,Cloudy,None,41,Stay
Lunch,Cloudy,None,75,Stay
Dinner,Cloudy,Short,74,Left
Lunch,Rain,Long,91,Left
Dinner,Cloudy,None,59,Stay
Lunch,Rain,Short,60,Stay
Lunch,Sunny,None,43,Stay
Lunch,Sunny,Short,48,Left
Dinner,Rain,None,66,Stay
Lunch,Sunny,Short,96,Stay
Dinner,Sunny,Long,56,Left
Lunch,Cloudy,None,58,Stay
Dinner,Rain,Long,64,Left
Lunch,Cloudy,Long,86,Left
Dinner,Cloudy,None,44,Stay
Lunch,Cloudy,None,75,Stay
Dinner,Sunny,Long,64,Left
Lunch,Sunny,Short,87,Stay
Lunch,Rain,Short,79,Stay
Lunch,Sunny,Short,79,Left
Lunch,Rain,Short,49,Stay
Dinner,Cloudy,Short,49,Left
Lunch,Rain,Short,58,Stay
Dinner,Rain,Short,65,Stay
Dinner,Cloudy,Long,53,Left
Dinner,Rain,Short,71,Stay
Lunch,Sunny,None,68,Stay
Dinner,Cloudy,None,83,Stay
Dinner,Cloudy,Short,82,Left
Lunch,Rain,None,47,Stay
Lunch,Rain,None,41,Stay
Lunch,Sunny,Long,92,Left
Dinner,Sunny,Long,50,Left
Dinner,Rain,None,81,Stay
Lunch,Sunny,Short,46,Left
Dinner,Rain,Short,77,Stay
Dinner,Sunny,Short,81,Left
Dinner,Sunny,Long,91,Left
Dinner,Cloudy,None,51,Stay
Lunch,Cloudy,Short,71,Left
Lunch,Cloudy,Long,85,Left
Dinner,Rain,None,49,Stay
Dinner,Sunny,None,71,Stay
Dinner,Cloudy,Long,63,Left
Dinner,Cloudy,Short,83,Left
Lunch,Rain,None,68,Stay
Dinner,Cloudy,Short,43,Left
Lunch,Cloudy,None,91,Stay
Dinner,Rain,Long,63,Left
Dinner,Cloudy,Long,94,Left
Lunch,Rain,None,74,Stay
Lunch,Cloudy,None,83,Stay
Lunch,Cloudy,Short,66,Left
Dinner,Cloudy,Long,67,Left
Dinner,Rain,Long,99,Left
Dinner,Sunny,Short,56,Left
Lunch,Cloudy,Long,95,Stay
Dinner,Cloudy,Long,63,Left
Lunch,Rain,Short,88,Stay
Dinner,Sunny,None,72,Stay
Dinner,Cloudy,Long,86,Left
Lunch,Sunny,Short,67,Left
Lunch,Rain,Short,44,Stay
Lunch,Cloudy,None,61,Stay
Lunch,Sunny,Short,85,Stay
Dinner,Sunny,Short,94,Stay
Lunch,Sunny,Short,43,Left
Dinner,Rain,None,63,Stay
Dinner,Sunny,Long,65,Left
Dinner,Sunny,Short,57,Left
Dinner,Rain,Short,45,Stay
Dinner,Sunny,Long,95,Stay
Lunch,Rain,Short,87,Stay
Dinner,Rain,Short,67,Stay
Dinner,Cloudy,None,54,Stay
Dinner,Sunny,None,43,Left
Dinner,Rain,None,40,Stay
Lunch,Sunny,Short,62,Left
Lunch,Rain,Short,51,Stay
Dinner,Rain,Short,60,Stay
Dinner,Sunny,Long,62,Left
Dinner,Cloudy,None,71,Stay
Lunch,Cloudy,Short,71,Left
Lunch,Cloudy,Short,87,Stay
Lunch,Sunny,Short,49,Left
Dinner,Sunny,Short,74,Left
Dinner,Rain,Long,91,Left
Lunch,Rain,Short,78,Stay
Dinner,Rain,None,59,Stay
Lunch,Cloudy,Short,78,Left
Dinner,Rain,None,70,Stay
Lunch,Rain,Short,90,Stay
Lunch,Rain,Short,81,Stay
Lunch,Sunny,None,53,Stay
Lunch,Cloudy,Short,90,Stay
Lunch,Rain,None,97,Stay
Lunch,Sunny,None,93,Stay
Lunch,Cloudy,Short,89,Stay
Lunch,Sunny,None,76,Stay
Dinner,Sunny,None,51,Stay
Dinner,Rain,Long,97,Left
Lunch,Cloudy,Short,44,Left
Lunch,Cloudy,Long,50,Left
Lunch,Cloudy,Short,67,Left
Lunch,Sunny,None,84,Stay
Dinner,Rain,None,66,Stay
Lunch,Sunny,Long,80,Left
Lunch,Rain,None,40,Stay
Lunch,Cloudy,None,93,Stay
Dinner,Rain,Short,41,Stay
Dinner,Cloudy,Long,78,Left
Dinner,Rain,None,66,Stay
Lunch,Sunny,None,69,Stay
Lunch,Cloudy,Long,85,Left
Dinner,Rain,Short,58,Stay
Lunch,Rain,Long,96,Left
Lunch,Cloudy,Long,58,Left
Dinner,Rain,Short,44,Stay
Dinner,Rain,Short,93,Stay
Lunch,Cloudy,None,43,Stay
Dinner,Cloudy,Long,72,Left
Dinner,Cloudy,Short,85,Stay
Dinner,Cloudy,Long,81,Left
Lunch,Cloudy,Long,60,Left
Lunch,Rain,Short,61,Stay
Dinner,Cloudy,Short,93,Stay
Dinner,Cloudy,Short,71,Left
Lunch,Rain,None,90,Stay
Lunch,Rain,None,51,Stay
Dinner,Sunny,Long,94,Left
Dinner,Cloudy,None,64,Stay
Lunch,Cloudy,Long,61,Left
Dinner,Rain,Long,62,Left
Dinner,Sunny,None,92,Stay
Dinner,Rain,Short,99,Stay
Lunch,Sunny,Long,85,Left
Lunch,Sunny,None,95,Stay
Dinner,Sunny,Short,89,Stay
Lunch,Rain,Long,88,Left
Lunch,Cloudy,None,81,Stay
Dinner,Cloudy,None,60,Stay
Lunch,Rain,Short,47,Stay
Lunch,Sunny,Short,59,Left
Dinner,Rain,None,42,Stay
Dinner,Rain,Short,95,Stay
Lunch,Sunny,Long,77,Left
Dinner,Rain,Short,52,Stay
Lunch,Rain,Short,85,Stay
Lunch,Cloudy,None,98,Stay
Dinner,Sunny,Short,98,Stay
Dinner,Rain,Long,79,Left
Dinner,Rain,None,55,Stay
Lunch,Cloudy,Short,84,Left
Dinner,Rain,None,90,Stay
Lunch,Cloudy,Long,52,Left
Lunch,Rain,Long,52,Left
Lunch,Rain,Long,88,Left
Dinner,Rain,Long,59,Left
Lunch,Cloudy,None,52,Stay
Dinner,Cloudy,None,89,Stay
Lunch,Cloudy,Long,95,Stay
Lunch,Rain,Long,42,Stay
Lunch,Cloudy,Long,53,Left
Dinner,Cloudy,Short,88,Stay
Dinner,Cloudy,None,42,Stay
Lunch,Rain,Long,46,Stay
Lunch,Cloudy,Long,79,Left
Dinner,Rain,Short,60,Stay
Dinner,Cloudy,Long,98,Stay
Dinner,Sunny,None,98,Stay
Dinner,Rain,Long,64,Left
Lunch,Rain,None,60,Stay
Dinner,Cloudy,Long,69,Left
Lunch,Sunny,None,64,Stay
Lunch,Sunny,Short,59,Left
Dinner,Rain,None,82,Stay
Dinner,Cloudy,Long,87,Left
Lunch,Cloudy,Short,86,Stay
Lunch,Cloudy,Long,56,Left
Dinner,Sunny,Short,57,Left
Dinner,Rain,None,79,Left
Lunch,Rain,Short,63,Stay
Lunch,Rain,Short,76,Stay
Dinner,Rain,None,79,Stay
Lunch,Rain,Long,40,Stay
Dinner,Rain,Short,53,Stay
Dinner,Sunny,Short,60,Left
Dinner,Cloudy,Long,94,Left
Dinner,Sunny,Long,73,Left
Dinner,Sunny,Long,90,Left
Lunch,Sunny,Short,72,Left
Lunch,Cloudy,Short,83,Left
Lunch,Rain,None,45,Stay
Lunch,Cloudy,Short,64,Left
Lunch,Sunny,None,86,Stay
Dinner,Sunny,None,90,Stay
Lunch,Rain,Long,97,Left
Lunch,Cloudy,Short,55,Left
Dinner,Rain,Short,62,Stay
Dinner,Sunny,Short,56,Left
Lunch,Rain,Long,53,Left
Dinner,Cloudy,Long,60,Left
Lunch,Rain,Long,42,Stay
Lunch,Rain,Long,68,Left
